ASIN,Title,Manufacturer,Product_Dimensions_inches,Batteries,Date_First_Available,Item_Weight,Is_Discontinued_By_Manufacturer,Item_model_number,seller,Seller_rank,Seller_category
B08B825TZ7,Beats Solo3 Headband Replacement Parts Accessories Solo2 Headband Repair Kit Compatible with Beats Solo 3.0 Solo 2.0 Wireless Top Headband (Silver),SRALOY,7.6 x 4.5 x 1.6 ,,2020-06-16,0.768,,,SRALOY,2005,HeadphoneEarpads
B08L9JCL6J,"Microphone Blocker，for Laptops, Smartphones Tablets Device (3.5mm)Headphone jack，USB Data Blocker",USKYT,4.61 x 2.64 x 0.24 ,,2020-11-16,0.05632,,,USKYT,451,ComputerMicrophones
B07B2G8VP2,"MoKo Bluetooth Headphones, Wireless Neckband Headset w/Mic & Siri IPX5 Waterproof HD Stereo Sweatproof in Ear Earbuds 9 Hour Battery Hands-Free Calls Sports Earphones, Black",MoKo,4.9 x 4.1 x 2 ,1 Lithium ion batteries required. (included),2018-02-25,0.128,No,EP-VT116,BSCstore,6312,AudioHeadphones
B07NFXBH4B,"eKids Disney Princess Jasmine Earbud & in-Ear Headphones, Aladdin Wired Earbuds with Microphone, Ear Buds with Pouch for Fans of Aladdin Merch & Princess Jasmine Gifts",Kid Designs,7.1 x 3.2 x 1.2 ,,,0.2528,No,M15,ossus store,10035,Earbud
B017MQ3GNW,ArtsOnDesk Modern Art Headphone Stand st217 Stainless Steel Patent Appling for- Headset Earphone Gaming Holder Hook Hanger Mount Rack Support High-end Gift.,,3.15 x 3.15 x 10.31 ,,2019-08-16,2.208,No,st217,"ArtsOnDesk, Inc.",273738,CellPhones
B07G2FCZ35,"QearFun in Ear 3D Cute Cartoon Animal Unicorn Horse Headphones with Mic with Earphone Case Hands-Free for Apple,Samsung,Android Smartphones Mp3 (Rainbow Unicorn)",QearFun,3.5 x 3.5 x 0.9 ,,2018-07-30,0.2528,No,4351705948,TCJJ,2989,Earbud
B0899WX1NP,"SOMIC Bluetooth 5.0 Wireless Earbuds with Charging Case, LED Light, Touch Control, 18H+ Playing Time, Immersive Sound Wireless Headphones in Ear Built in Mic Headset for Game/Video Mode GX501 Black",SOMIC,6.85 x 4.72 x 1.65 ,1 Lithium ion batteries required. (included),2020-05-28,1.232,,,Somic Technology,10265,Earbud
B07VCM7H1T,Aircom A3 Active Air Tube Headphones - Anti-Radiation Wired Sports Earbuds with Airflow Audio Technology for Premium Sound and EMF Protection – White,Aircom,7.44 x 3.98 x 1.5 ,1 Product Specific batteries required. (included),2019-07-17,0.4736,,,Aircom Audio,4701,Earbud
B08FFZKFHS,"USB Headset with Microphone Noise Cancelling and Volume Controls, Computer PC Headphone with Voice Recognition Mic for Dragon Zoom Teams Skype Conference Calls Online Course Gaming and More",Kejia Electronic Co. Ltd,7.2 x 6.38 x 2.36 ,,2020-08-08,1.152,,,"Kejia Electronic Co.,Ltd.",1297,TelephoneHeadsets
B08CXLMKWZ,"Bluetooth 5.0 Transmitter, Wireless Audio Adapter(aptX, AptX Low Latency) 180° Rotatable AUX 3.5mm Jack for TV, PC, Switch, PSP, Compatible with BT Headphones/Speakers- MaedHawk TX4",Maedhawk,0.84 x 0.35 x 2.86 ,1 Lithium ion batteries required. (included),2020-09-28,0.07056,No,TX4,MAEDHAWK,47,MP3Player
B07VRPQ36Q,Letton Gaming Headset Bass Surround Stereo Sound Headphones for PS4 Xbox one PC MAC with Noise Cancelling mic Volume Control,LETTON,11.06 x 8.5 x 4.29 ,,2019-07-25,1.12,,,ThunerSades,2933,VideoGames
B01H01ED7W,Johncase OEM Charging Port Dock Connector Flex Cable w/Microphone + Headphone Audio Jack Port Ribbon Replacement Part Compatible for iPhone 6s All Carriers (Black/Space Gray),Johncase,2.8 x 1.8 x 0.1 ,,2016-06-13,0.0256,No,821-0078-08,Workaholic John,23853,CellPhones
B0827Z2ZTP,192kHz USB C to 3.5mm DAC Headphone Amplifier USB Type C to 3.5mm Headphone Adapter DAC Converter Portable Headphone Converter for Android 5.1 System Smartphone iPhone with iOS 10 or Later,huiqixian,4 x 3.9 x 0.7 ,,2019-12-02,0.2528,,,huiqixianus,2655,HeadphoneAdapters
B07THJBXQZ,"100 Pack Bulk Earbuds Headphones Classroom Student Testing Ear Buds Kids Bulk Headphones Disposable Earbuds Individually Wrapped for Schools, Libraries, Hospitals",Saidbuds,3.54 x 5.12 x 0.39 ,,2019-06-25,3.3,,,Said-ele,6664,Earbud
B089Q7CNS2,"Kids Wireless Headphones with Microphone,Colorfu LED Kids Bluetooth Over Ear Headphones for Boys Girls Children,12 hrs Playtime,Bluetooth 5.0,Foldable,Stereo Sound Headphones for School Home Travel",TNOIE,1.97 x 7.09 x 6.3 ,1 C batteries required. (included),2020-06-04,1.92,,,Yiyun Trading Company,5448,Over-EarHeadphones
B07D6MWWVB,"Headphone Holder, Etubby Aluminum Alloy Overhead Wall Hook Headset Under-Desk Hanger Stand Compatible with Headphone Sennheiser, Sony, Bose, Beats and AKG - 2 Pack",Etubby,3.39 x 3.39 x 1.89 ,,2018-06-02,0.4512,No,8541767868,EtubbyDirect,529,HeadphoneStands
B00ZYELDC6,Klipsch AS-5i In-Ear Headphones,Klipsch,1 x 4.5 x 6.5 ,,2015-06-18,0.096,No,1062329,,5978,Earbud
B07HQTW1HJ,Cute Girls Fashion Wired Headphones with Built in Microphone and Squishy Toy Bunny for Stress Relief Clips to Headphone Wire,KIDdesigns,9.25 x 8.54 x 3.58 ,,2017-08-08,1.92,No,,ShopKumusta,1320,Over-EarHeadphones
B07W3VLL2G,"MillSO 1/8"" 3.5mm Female to Female Adapter Cable TRS Premium Stereo Gold-Plated Audio AUX Cord Connectors for Headphones, Car Stereo, or Home HiFi Stereo Sound System - 15cm/6inch",MillSO,6.18 x 3.86 x 0.28 ,,2019-09-01,0.05072,,F35-F35-15,MILLSO US,207,Stereo1/4-inch
B087QV671C,"Puro Sound Labs: PuroPro Hybrid Active Noise Cancelling Volume Limiting Headphones, Wireless Over Ear Bluetooth Headphones, 32h Playtime, Hi-Res Audio, Memory Foam Ear Cups, for Travel and Home Office",Puro Sound Labs,6.5 x 4.25 x 8.25 ,1 Lithium Polymer batteries required. (included),2020-04-27,1.6,,PROBLK,,3472,Over-EarHeadphones
B08C7NSKTX,"USB Headset for Zoom Meeting Video Conferencing, Microsoft Teams Headset for Laptop, Dictation Headset for Nuance Dragon Speech Recognition, USB Headset Over Ear with Mute Button Volume Control Blue",Yexatel,7.09 x 3.15 x 7.09 ,,2020-06-15,1.344,,Y806GUC,Yijia Store,161,ComputerHeadsets
B005OQ5ZM8,JVC HA-KD5-P Kids Headphones with Volume Limiter HAKD5 Pink,JVC,8.27 x 2.83 x 9.65 ,,2012-08-07,0.752,No,HAKD5P,Annova USA Inc,2654,On-EarHeadphones
B07R57BQZT,AOER 2 Packs Cable Clip Clamp Hooks for Earpiece Headphone Earphone Earbud,,3 x 2 x 1 ,,2019-04-26,0.1296,,,AOER,8896,MusicalInstruments
B0893RCDVL,"Wireless Earbuds Sport,Bluetooth 5 Headphones,Bass+ in Ear Headphones Noise Cancelling/HiFi Sound/IPX5 Waterproof/Built-in Mics,for Running GymWorkout",Viao,6.06 x 4.45 x 1.34 ,1 Lithium ion batteries required. (included),2020-08-26,0.5344,,,XiAnJingJiJiShuKaiFaQuAoCheng,2602,Earbud
B07GWMT1WV,SUNMNS 6 Pairs Silicone Eartips Eargels Earpads Ear Tips Gels Bud Compatible with Senso Zeus Otium Hussar Mpow Sport Bluetooth Headphones (Green+Black),SunmnDirect,4.72 x 3.54 x 0.39 ,,2018-08-28,0.10144,No,,SunmnDirect,539,HeadphoneEarpads
B01EH9YYPG,Bluedio Wireless Bluetooth V5.0 Stereo Headphones with Mic (HT Turbine White ),Bluedio,7.2 x 6.9 x 3.4 ,1 Lithium Polymer batteries required.,2016-04-19,1.232,No,6.02716E+11,Ankerly,2135,Over-EarHeadphones
B07K7KZ662,VocalSkull Bluetooth Smart Sunglasses Bone Conduction Headphones Matte Frames Open Ear Speaker Glasses Podcast Spotify Gray Lens,Horizon,5.83 x 5.59 x 1.89 ,1 Lithium ion batteries required. (included),2017-07-06,0.1792,No,8541721521,HORIZON OUTDOOR,15938,AudioHeadphones
B07VL1665S,"KBEAR KB06 in Ear Headphone,H HIFIHEAR IEM 2BA 1DD Stereo in Ear Earphone, HiFi Over Ear Earbud Headset Noise Cancelling Hybrid Earphone with Removable Cable (No Mic, KB06 Silver)",H HIFIHEAR,3.9 x 2.8 x 1.2 ,,2019-07-22,0.6368,,,Better Audio us,2956,Earbud
B01ANWPY6Y,Pioneer Closed Dynamic Headphones Hi-Res corresponding SE-MHR5,Pioneer,9.06 x 8.66 x 5.31 ,,2016-02-17,1.36,No,SE-MHR5,Tahoetrading,4766,Over-EarHeadphones
B00142BZSY,"""3.5mm / 1/8"""" To 6.3mm / 1/4"""" Stereo Headphone Adapter""",Parts Express,5.3 x 1 x 1 ,,2001-10-02,0.0512,No,3.5-6.5silver-(2),Meixidone,356,Stereo1/4-inch
B08DCJGX4X,"MAIRDI USB Telephone Headset with Microphone Over-The-Head, Computer Headphone w/Volume Control for Office Business Call, PC Headset w/Noise Cancelling Mic for Voice Recognition Speech Dictating",Xiamen Mairdi Electronic Technology Co. Ltd,7.87 x 6.3 x 3.15 ,,2020-07-21,0.672,,,MRDSET Store,846,ComputerHeadsets
B076H6QZRX,"Mpow Truck Driver Bluetooth Headset, Hands Free Phone Headset with Noise Cancelling Microphone, Comfort-fit for Long Haul, On-the-Ear Skype Office Headsets for Clear Calls (Support Media Playing)",Mpow,6.81 x 6.42 x 2.13 ,1 AA batteries required.,2017-10-16,0.848,No,BH454A,MpowGlobal,3078,CellPhones
B086W6KJRM,"USB Computer Headset with Microphone, Elikliv Noise Cancelling Computer Headphones with Audio Control for PC, Office Center Calling",Elikliv,6.69 x 4.72 x 1.97 ,,2020-10-28,0.536,,UKSSLHHENB1304,Elikliv USA,1501,ComputerHeadsets
B08P46XC6K,"Noise Cancelling Earbuds Odec Hybrid ANC & ENC TWS Wireless Headphones Stereo with Sports Mode & Gaming Mode 35H Battery Life IPX8 4 Mics Clearer Calls in-Ear Bluetooth 5.2, Super Deep Bass Headset",ODEC,2.6 x 1.5 x 0.9 ,2 Lithium Polymer batteries required. (included),2020-11-25,0.832,,OD-E6,VALKIA US,2215,Earbud
B085XT5QF7,True Wireless Earbuds in-Ear Bluetooth 5.0 Headphones Sweatproof Long Playtime Wireless Earphones with Charging Case Bluetooth Earbuds with Mic for Running Sports Gym,Evetebol,5.24 x 3.31 x 1.85 ,,2020-03-15,0.1024,,,,4592,Earbud
B0817RG66S,"Mpow Wired Headphones, in-Ear Earbuds Stereo Earphones with Mic, Phone Control, High Definition Fits All 3.5mm Devices",Mpow,2 x 2 x 2 ,,2019-11-08,0.3824,,BHMPBH319BB-USAS2,Topyo Pro,2553,Earbud
B077GRPWJW,"CableCreation 2 Pack 3.5mm Stereo Jack to 3.5mm Female to Female Audio Adapter Coupler Gold Plated for Stereo Cable, Speakers and Headphones",CableCreation,0.77 x 1.5 x 2.3 ,,2017-11-14,0.05632,No,6.00293E+11,CableCreation,521,Stereo1/4-inch
B07ZXDXFGZ,"DT770 Headband Cover Compatible with DT770, DT880, DT990, DT 770 PRO, DT 880 PRO, DT 990 PRO Headphones (Black)",LTYIVABHTTW,6.9 x 6.25 x 0.6 ,,2018-08-14,0.1296,No,,LTYIVABHTTW,2224,HeadphoneEarpads
B08MWD6SFZ,2 Pack for iPhone Headphones Adapter to 3.5mm Dongle Jack Adapter Aux Cable Converter Accessories Compatible with iPhone11/Xs MAX/XR/X/8/7/ipad/iPod Support All iOS,Belcompany,6.5 x 4.17 x 0.35 ,,2020-11-09,0.1808,,,Weimocs,1007,HeadphoneAdapters
B08LPW1ZNB,iPhone Earbuds with Lightning Connector(Built-in Microphone & Volume Control) in-Ear Stereo Headphones Headset Compatible with iPhone 12/SE/11/X/7/7 Plus/8/8Plus -All iOS System[Apple MFi Certified],Level Black,5.79 x 4.06 x 0.51 ,,2020-10-23,0.05072,,,Level Black-cvb,2033,Earbud
B07J49KXJC,"Bluetooth Headset, Wireless Bluetooth Earpiece V4.2 Hi-Fi Stereo Lightweight Headphones Hands-free Earphones with Noise Cancellation Microphone for Cellphones, Skype, Business Office/ Work Out/Trucker",ASHNOKER,3.15 x 0.98 x 0.39 ,1 Lithium ion batteries required. (included),2018-10-07,0.07904,No,5647448376,XITANA,3402,Earbud
B07XFKKPJP,"JEEUE 1/4"" to 3.5mm Cable Adapter, 6.35mm (1/4 Inch) Male to 3.5mm (1/8 Inch) Female TRS Stereo Headphone Audio Cable for iPod, Laptop, Home Theater Devices, Amplifiers-10Feet",JEEUE,7.5 x 3.6 x 0.9 ,,2019-04-23,0.896,,,JEEUE,1082,Stereo1/4-inch
B07QL51KC8,Aircom A3x Air Tube Anti-Radiation Wireless Headphones - with Airflow Audio Technology for EMF Protection and Premium Sound - Angled Earbud for a Secure fit – White,Aircom,8.35 x 6.61 x 1.5 ,1 Product Specific batteries required. (included),2019-07-17,1.28,,,Aircom Audio,4007,Earbud
B08HXHTHPT,"ZIOCOM Wireless Bluetooth Adapter for Beats Solo 2 Headphones with 3.5mm Aux, Built-in Mic, Hands-Free Calls, Dual Connection, Volume Control, Black, Only for Solo 2 (Adapter Only)",,,,2020-09-26,,,,ZiocomDirect,131,BluetoothComputer
B07WDX4CXT,"Beanie Hat Bluetooth Headphones, Wireless V 5.0 Knit Music Beanie Unisex, Bluetooth Cap Built-in HD Stereo Speakers, Valentine's Day Winter Gifts for Outdoor Sports, Men Women (Black)",Blulu,9.29 x 7.8 x 1.26 ,,2019-08-16,0.896,,VG001,iJiWu,1194,Over-EarHeadphones
B07TWKP1FW,Kids Altec Lansing Bluetooth Headphones - Blue (MZX250),Altec Lansing Technologies,6.5 x 1.18 x 6.89 ,,2020-04-08,1.32,,MZX250-BLUE,,3036,On-EarHeadphones
B07S5GF19H,"Sharper Image Virtual Reality Headset with Integrated Headphones Color Variety, Black and White.",Sharper Image,9.06 x 8.27 x 4.41 ,1 Lithium ion batteries required. (included),2019-05-22,1.28,,,Agent Ananas,169476,CellPhones
B087HPDQ5L,"Earpadz Replacement for Sennheiser HD598, PC37x Gaming Headset Ear Pads, Soft Knit Headphone Cushions (Jerzee, Black, 1 Pair)",Dekoni Audio,7.4 x 4.41 x 1.34 ,,2020-04-22,0.2816,,,Dekoni Audio,5093,HeadphoneEarpads
B08DMFH653,Audio Cable Cord Wire with Inline Microphone for Sony MDR-10R MDR-100ABN MDR-1A MDR-XB950B1 MDR-1000X MDR-1ADAC Headphones,IENZA,5 x 2.1 x 0.6 ,,2020-07-26,0.1296,,,ienza,301,HeadphoneExtension
B073WH9L9B,"House of Marley Uplift 2 Wired Headphones with a Microphone, Signature Black",House of Marley,6 x 3 x 1.25 ,,2017-11-20,0.07344,No,EM-JE093-SB,Have A nice Day,4108,Earbud
B009S331VU,"Audio Technica ATH-AD900X Open-Back Audiophile Headphones,Black",audio-technica,11.3 x 8.3 x 4.7 ,,2012-12-27,1.488,No,ATH-AD900X,Knight Sound & Lighting (GoKnight),1198,Over-EarHeadphones
B084YWR8XB,"Fantech USB RGB Gaming Headset and Stand Combo for PC, 7.1 Surround Sound 50mm Drive DTS Digital Over Ear Wired Headphones with Mic and Hanger, White",Fantech,11.89 x 9.69 x 7.64 ,,2020-04-18,2.97,,,Fantech Official,10909,VideoGames
B08NXP62W2,"Wireless Earbuds,Bluetooth Earbuds with Charging Case Bass Sounds IPX6 Waterproof Sports Headphones with Mic Touch Control 24H Playtime for Home Office (WHITE3)",sourbey,3.58 x 3.54 x 1.34 ,,2020-11-20,0.4864,,,SOURBEY LLC,3679,Earbud
B08KDHGZVV,FutureCharger PU Leather Gaming Headset Stand 2-in-1 Fast Wireless Charger with Detachable Earphone Stand Qi Fast Wireless Charging Pad for Airpods Bluetooth Earphone (Black),FutureCharger,9.84 x 4.25 x 2.52 ,,2020-06-16,1.1,,,FutureCharger,175,HeadphoneStands
B07Y37YTZW,"Falwedi Waterproof Bluetooth 5.0 True Wireless Earbuds, 35H Cyclic Playtime Headphones with Charging Case and mic, in-Ear Stereo Earphones Headset for Sport",FALWEDI,1.79 x 0.69 x 0.72 ,1 Lithium Polymer batteries required. (included),2019-09-19,0.01136,,,Hitofish Store,675,Earbud
B07TGTDVGQ,"CTYBB for Airpod Case,Silicone Airpods Case Cover with Fur Ball Keychain Compatible with Apple Airpods 2/1 (Front LED Visible)",CTYBB,3 x 2 x 0.1 ,,2019-06-20,0.1024,,,CTYBB,631,HeadphoneCases
B085FP45Y5,"Bluetooth Bone Conduction Sport Headphones - Open Ear Stereo Running Headset w/Revolutionary Bone Induction Technology for Smart Cycling and Sports, Wireless Bluetooth Audio, Call Mic - Pyle V2",PyleUSA,2 x 2 x 2 ,,2020-03-03,1.92,,PSWBT550.9,,13316,Over-EarHeadphones
B083K7416H,WIOR Sleep Headphones Bluetooth Headband Wireless Sports Headband Hands-Free Music Bedphones Sleep Headphones with Stereo Speaker and Mic Speakers for Workout Running Jogging Yoga Side Sleepers,WIOR,4.7 x 3.1 x 1.3 ,1 Lithium ion batteries required. (included),2020-01-07,0.512,,Middle,Top-well,606,Over-EarHeadphones
B08LN31H6Z,"Witproton Bluetooth 5.0 Cat Flashing Headphones with Microphone Good Compatibility,Noise Cancelling, Three Modes, 360mAh Capacity, 15m Transmission. (Grey Pink)",Witproton,3.94 x 3.94 x 3.94 ,1 Lithium Polymer batteries required. (included),2020-10-22,1.936,,,Witproton,39047,Earbud
B07VWRHXLR,"Aonly USB C to 3.5mm Audio and Charge Adapter, USB Type C Headphone Jack Adapter and Fast Charging Converter Dongle for Google Pixel 2/2XL/3/3XL, 4XL Essential PH-1",Aonly,4.5 x 2.5 x 0.5 ,,2019-08-01,0.1296,,,Aonly,1571,HeadphoneAdapters
B08F148G2C,"Ear Cushions Foam Replacement 60mm/2.4"" Disposable Headphone Headset Earphones Sponge Covers, 5-Pairs",Tesa Zero,6.18 x 3.78 x 1.5 ,,2020-07-30,0.04512,,TZ-1358,Tesa Zero,2921,HeadphoneEarpads
B07T93H62G,"PowerLocus PLX2 True Wireless Earbuds, Bluetooth V5.0 Headphones in-Ear Wireless Earphones, Built-in Mic, Hi-Fi Stereo Headphones,IPX5 Waterproof Earphone for iPhone, Samsung, Laptop, Tablets",PowerLocus,2.36 x 1.38 x 1.38 ,1 C batteries required. (included),2019-06-18,0.02816,,,,7921,Earbud
B08C2G18ZL,PALOVUE Lightning Headphones Earphones Earbuds Compatible iPhone 11 Pro Max iPhone X XS Max XR iPhone 8 Plus iPhone 7 Plus MFi Certified with Microphone Controller (White),PALOVUE,3.4 x 3.4 x 0.7 ,,2020-06-30,0.06768,,,neumart,19781,Earbud
B089158TQL,"USB C Dust Plug Set, 20 Dust Plugs for Smartphones, MAC Book, Laptop Dust Plugs, 10 Pieces for 3.5mm Headphone Jack Silicone Plug (Black and Transparent",xcpmm,2.09 x 1.69 x 0.63 ,,2020-05-21,0.05632,,,TIEXUEJIANHAO,36,SpeakerRepair
B0823QWRGM,"3.5mm Aux Wired in-Ear Headphones, Headphones/Earphones/Earbuds with Mic and Remote Control Compatible with Galaxy S10/S9/S8/S7/S6/S5 Note 5/6/7/8/9 and More Android Devices(Black)-2 Pack",IKEFLY,4 x 2.2 x 0.2 ,,2019-11-28,0.1296,,,Hotok,6390,Earbud
B074KCPQQV,Sony Wireless Headphones,Sony,4.96 x 2.36 x 6.02 ,1 Lithium Polymer batteries required. (included),2017-08-31,1.456,No,WF1000X/BM1,,4225,Earbud
B08GQ1WTLH,USB C DAC Chip Adapter TESmart to 3.5mm Female Jack Headphone Adapter Type-C Hi-Fi 0.4FT,TESmart,3.94 x 3.94 x 0.79 ,,2020-08-26,0.03952,,,LY ElecPro-US,2455,HeadphoneAdapters
B07YTTXKV2,"Wireless Earbuds, QCY T5 TWS 5.0 Bluetooth Headphones with Microphone, Compatible for iPhone, Android and Other Leading Smartphones, White",QCY,4.3 x 3.5 x 1.4 ,1 Lithium Metal batteries required.,2019-10-07,0.02432,,T5,QCY US Direct,2797,Earbud
B073CKKV1S,Motorcycle Intercom Bluetooth Helmet Headset ESoku V6 BT 1200 Meter Full Duplex Motobike Wireless Headphone 6 Riders Communicator Talk for Skiing Motorbike Camping (2 Sets),ESoku,9.06 x 4.09 x 2.4 ,,2017-07-05,2.096,No,8542059012,ESoku,55832,Automotive(
B08MDSJJH7,"Bluetooth Earbuds 5.0 Wireless Sports Headphones Stereo Sound Sweatproof Earphones with Charging Case,Pop-ups Auto Pairing for Work/Gym/Travel/Running",SUKIKKY,3.9 x 3.86 x 1.3 ,1 Lithium ion batteries required. (included),2020-11-02,0.424,,,LULUpig,11539,Earbud
B01LOQ3BW2,Samsung EO-EG920LW Wired 3.5mm Headset with Microphone (In Jewel Case),Samsung,2.4 x 0.8 x 2 ,,2016-09-06,0.1024,No,EO-EG920LW,Sunshine Online Deals,779,Earbud
B01GQZ1Q5U,"Happy Plugs in-Ear Fashion-Tech Headphones with Mic and Remote, White Marble",Happy Plugs,3.34 x 0.98 x 0.98 ,,2016-10-06,0.384,No,7782,TogaluUS,12291,Earbud
B07QFYK91D,"Replacement Headphone Filters Earbuds for Powerbeats Wireless Headphones Earphones (2 Pair) (4 Pair, Silver)",Affordable,5 x 3 x 0.1 ,,2019-04-16,0.05072,,,Affordable gadget,3366,HeadphoneEarpads
B07B7HQJRF,"Bose Earbuds Replacement Tips Noise Isolation 2Pairs Medium for Bose Wireless earbuds fit Bose QC20 QC20i QC30 IE2 IE3 SIE2 SIE2i Bose Bluetooth SoundSport Headphones,white",vezukv,3 x 2.5 x 0.25 ,,2018-01-08,0.0512,No,vezukv,Vezukv,5231,HeadphoneEarpads
B07RGZ4X53,"Sleeping Earbud Headphones - Ultra Flexible Silicon Earplugs Noise Cancelling Wired Sleep Earphones with Microphone for Sleeping, Insomnia, Snoring, Air Travel, Relaxation, ASMR (Black)",elve,47 x 0.5 x 0.2 ,,2019-05-20,0.0848,No,MJY-35,ayu96,2661,Earbud
B07MKFHLDK,Earpads Replacement Foam Ear Pads Pillow Cushion Cover Cups Parts Compatible with Sony MDR-RF970R MDR-RF970RK MDR-RF925R RF925RK MDR-RF985R 960R Headphones (Black),Fedoo,3.94 x 3.54 x 0.79 ,,2018-12-25,0.1024,No,,Fedoo Direct,3517,HeadphoneEarpads
B08L8SWT4C,"USB C to 3.5mm Headphone Adapter, MOYAGOA Audio Adapter with PD Fast Charge Aux Adapter for Huawei P40/P30/P20/Mate 40, Samsung S20/S20 Ultra/Note 10/A80, One Plus7/6T, Pixel 3/2XL-White",MOYAGOA,2.99 x 2.76 x 0.51 ,,2020-10-16,0.05648,,MYG-Y01D,TAKAFAN-US,1542,HeadphoneAdapters
B009A7BP3U,"Sony MDRXB800 Extra Bass Over The Head 50mm Driver Headphone, Black",Sony,4.75 x 4.8 x 10.37 ,,2012-09-17,1.632,No,MDRXB800,Lots Deals 4 U,960,On-EarHeadphones
B07ZZ6T4X7,"Tyuobox Gaming Headset for PS4, PC, Xbox One Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Earmuffs for Laptop Mac Nintendo Switch Games",Tyuobox,8.5 x 7.48 x 4.09 ,,2019-11-04,1.664,,J1,Tyuobox Direct,2850,VideoGames
B07SDTFCGN,"Xbox One,PS4 PS5 Stereo Gaming Headset, 3.5mm Wired Over Ear Noise Cancelling Gaming Headphones with Mic & Volume Control & Bass Surround for Mac/PC/Laptop","SHENZHEN SUPSOO DIGITAL TECHNOLOGY CO.,LTD.",5.91 x 3.15 x 7.87 ,,2019-05-27,2.4,,SA920 White,Gaming Winner,28818,VideoGames
B08R5QS26Z,"Wireless Earbuds, GAOMU Bluetooth Headphones in Ear w/Punchy Bass Sound, Precise Control Wireless Earphones, IPX6 Waterproof Bluetooth Earbuds, 20 Hrs Sport Earbuds w/Twin&Mono Mode/Mics, Black",GAOMU,6.22 x 3.31 x 1.3 ,1 Lithium ion batteries required. (included),2020-12-22,0.3728,,,GAOMU,4291,Earbud
B07KLZQKL7,"Wireless Earbuds, Tepoinn Bluetooth 5.0 True Wireless Bluetooth Headphones with Built-in Mic, in-Ear Stereo Wireless Earphones with Portable Charging Case",Tepoinn,4.25 x 3.66 x 1.42 ,2 Lithium ion batteries required. (included),2018-11-15,0.4624,No,4351491983,Sunwize LLC,1772,Earbud
B08R3M6KSN,"DISNEY COLLECTION Wireless Airpods Case Cover, Stitch Rub Eyes Magnetic Stripe Headphones Case Airpods 1&2 Hard Plastic Cases Anti - Fall Portable & Protective Charging Case - Black.",DISNEY COLLECTION,4.17 x 3.54 x 1.3 ,,2020-12-21,0.10144,,,Beanach,19025,HeadphoneCases
B08P7JNFLL,"[3 Pack] Headphone Adapter for iPhone, Connects to 3.5mm Dongle Auxiliary Audio Splitter Cable Adapter for iPhone 11 /11Pro / Xr/Xs Max/X/8/8 Plus [Supports All iOS Systems]",QIADUACUO,5.91 x 3.94 x 0.39 ,,2020-12-14,0.05072,,,TANDUAJIN,273,HeadphoneAdapters
B086RM4BYP,"Gaming Headset for PS4 Headsets with Mic, Stereo Surround Sound With Noise Cancelling Mic with Mute & Volume Control, Lightweight Ergonomic Cool RGB Headphones for Xbox One, Switch, PC",OVKSP_006,102 x 84 x 48 ,,2020-04-05,2.384,,K20,SPitech,8089,VideoGames
B07N3XXWC3,"Audio-Technica ATH-ANC500BTBK QuietPoint Wireless Active Noise-Cancelling Headphones, Black",audio-technica,8 x 8 x 2 ,1 Lithium Polymer batteries required. (included),2019-02-06,2,No,ATH-ANC500BTBK,,1842,Over-EarHeadphones
B08MFGZT29,"Holiper J3 PRO+ Wireless Earbuds Bluetooth Headphones in Ear with Charging Case, Noise Isolation Cordless Stereo Ear Buds Earphones with Mic, Waterproof, Touch Control, 40 Hrs Playtime, Black",Holiper,2.28 x 2.17 x 0.79 ,1 Lithium Metal batteries required. (included),2020-11-02,0.232,No,J3 PRO+,Holiper,5476,Earbud
B089NPJSZ8,"DuoTen Wireless Earbuds, IPX7 Waterproof Earbuds Bluetooth 5.0 Headphones 150 Hours Playtime, TWS Stereo Sound Wireless Earphones with 3000mAh Charging Case LCD Display CVC8.0",DuoTen,2.17 x 1.26 x 3.54 ,,2020-06-04,0.048,,,DuoTen Direct,259,Earbud
B07KZZZ3JL,Bonein Open Ear Wireless Bone Conduction Headphones with Protective case，Bluetooth Sports Headsets for Running BN-702 (Black),bonein,5.12 x 2.36 x 2.56 ,1 Lithium ion batteries required. (included),2018-11-30,0.2544,No,BN-702,QMMA,3351,Over-EarHeadphones
B07QH17DGX,"Sleep Earbuds - GOOJODOQ in-Ear Ear Plugs Sleeping Earphones, Soft Silicon Headphones with Built-in Mic Hands-Free Calling for All Smartphones,Perfect for Side Sleeper, Gym, Relaxation and Sports",GOOJODOQ,3.5 x 3.5 x 1.5 ,,2019-04-09,0.2528,,,GOOJODOQ Store,1270,Earbud
B076P97BG8,"Wholesale Kids Bulk Earbuds Headphones Earphones, 6 Assorted Colors,for Schools, Libraries, Hospitals (10pack)",YFSFQS,5.1 x 3.2 x 1.5 ,,2017-10-23,0.1792,No,,Enjoy.Tlife(YFSFQS),5231,Earbud
B08DH29P8W,"Altec Lansing NanoPods Truly Wireless Earbuds with Charging Case, TWS Noise Cancelling Waterproof Bluetooth Earphones with Touch Controls for Travel, Sports, Running, Working (Charcoal Grey)",Sakar International Inc,3.74 x 3.39 x 1.81 ,,2020-10-30,0.672,,MZX559-GRY,CSI electronics,3040,Earbud
